term	FBbt	reference
CL190	FBbt:20000895	
CL191	FBbt:20000896	
CL192	FBbt:20000897	
CL193	FBbt:20000898	
CL194	FBbt:20000899	
CL195	FBbt:20000900	
CL196	FBbt:20000901	
CL197	FBbt:20000902	
CL198	FBbt:20000903	
CL199	FBbt:20000904	
CL200	FBbt:20000905	
CL201	FBbt:20000906	
CL202	FBbt:20000907	
CL203	FBbt:20000908	
CL204	FBbt:20000909	
CL205	FBbt:20000910	
CL206	FBbt:20000911	
CL207	FBbt:20000912	
CL208	FBbt:20000913	
CL209	FBbt:20000914	
CL210	FBbt:20000915	
CL211	FBbt:20000916	
CL212	FBbt:20000917	
CL213	FBbt:20000918	
CL214	FBbt:20000919	
CL215	FBbt:20000920	
CL216	FBbt:20000921	
CL217	FBbt:20000922	
CL218	FBbt:20000923	
CL219	FBbt:20000924	
CL220	FBbt:20000925	
CL221	FBbt:20000926	
CL222	FBbt:20000927	
CL223	FBbt:20000928	
CL224	FBbt:20000929	
CL225	FBbt:20000930	
CL226	FBbt:20000931	
CL227	FBbt:20000932	
CL228	FBbt:20000933	
CL229	FBbt:20000934	
CL230	FBbt:20000935	
CL231	FBbt:20000936	
CL232	FBbt:20000937	
CL233	FBbt:20000938	
CL234	FBbt:20000939	
CL235	FBbt:20000940	
CL236	FBbt:20000941	
CL237	FBbt:20000942	
CL238	FBbt:20000943	
CL239	FBbt:20000944	
CL240	FBbt:20000945	
CL241	FBbt:20000946	
CL242	FBbt:20000947	
CL243	FBbt:20000948	
CL244	FBbt:20000949	
CL245	FBbt:20000950	
CL246	FBbt:20000951	
CL247	FBbt:20000952	
CL248	FBbt:20000953	
CL249	FBbt:20000954	
CL250	FBbt:20000955	
CL251	FBbt:20000956	
CL252	FBbt:20000957	
CL253	FBbt:20000958	
CL254	FBbt:20000959	
CL255	FBbt:20000960	
CL256	FBbt:20000961	
CL257	FBbt:20000962	
CL258	FBbt:20000963	
CL259	FBbt:20000964	
CL260	FBbt:20000965	
CL261	FBbt:20000966	
CL262	FBbt:20000967	
CL263	FBbt:20000968	
CL264	FBbt:20000969	
CL265	FBbt:20000970	
CL266	FBbt:20000971	
CL267	FBbt:20000972	
CL268	FBbt:20000973	
CL269	FBbt:20000974	
CL270	FBbt:20000975	
CL271	FBbt:20000976	
CL272	FBbt:20000977	
CL273	FBbt:20000978	
CL274	FBbt:20000979	
CL275	FBbt:20000980	
CL276	FBbt:20000981	
CL277	FBbt:20000982	
CL278	FBbt:20000983	
CL279	FBbt:20000984	
CL280	FBbt:20000985	
CL281	FBbt:20000986	
CL282	FBbt:20000987	
CL283	FBbt:20000988	
CL284	FBbt:20000989	
CL285	FBbt:20000990	
CL286	FBbt:20000991	
CL287	FBbt:20000992	
CL288	FBbt:20000993	
CL289	FBbt:20000994	
CL290	FBbt:20000995	
CL291	FBbt:20000996	
CL292	FBbt:20000997	
CL293	FBbt:20000998	
CL294	FBbt:20000999	
CL295	FBbt:20001000	
CL296	FBbt:20001001	
CL297	FBbt:20001002	
CL298	FBbt:20001003	
CL299	FBbt:20001004	
CL300	FBbt:20001005	
CL301	FBbt:20001006	
CL302	FBbt:20001007	
CL303	FBbt:20001008	
CL304	FBbt:20001009	
CL305	FBbt:20001010	
CL306	FBbt:20001011	
CL307	FBbt:20001012	
CL308	FBbt:20001013	
CL309	FBbt:20001014	
CL310	FBbt:20001015	
CL311	FBbt:20001016	
CL312	FBbt:20001017	
CL313	FBbt:20001018	
CL314	FBbt:20001019	
CL315	FBbt:20001020	
CL316	FBbt:20001021	
CL317	FBbt:20001022	
CL318	FBbt:20001023	
CL319	FBbt:20001024	
CL320	FBbt:20001025	
CL321	FBbt:20001026	
CL322	FBbt:20001027	
CL323	FBbt:20001028	
CL324	FBbt:20001029	
CL325	FBbt:20001030	
CL326	FBbt:20001031	
CL327	FBbt:20001032	
CL328	FBbt:20001033	
CL329	FBbt:20001034	
CL330	FBbt:20001035	
CL331	FBbt:20001036	
CL332	FBbt:20001037	
CL333	FBbt:20001038	
CL334	FBbt:20001039	
CL335	FBbt:20001040	
CL336	FBbt:20001041	
CL337	FBbt:20001042	
CL338	FBbt:20001043	
CL339	FBbt:20001044	
CL340	FBbt:20001045	
CL341	FBbt:20001046	
CL342	FBbt:20001047	
CL343	FBbt:20001048	
CL344	FBbt:20001049	
CL345	FBbt:20001050	
CL346	FBbt:20001051	
CL347	FBbt:20001052	
CL348	FBbt:20001053	
CL349	FBbt:20001054	
CL350	FBbt:20001055	
CL351	FBbt:20001056	
CL352	FBbt:20001057	
CL353	FBbt:20001058	
CL354	FBbt:20001059	
CL355	FBbt:20001060	
CL356	FBbt:20001061	
CL357	FBbt:20001062	
CL358	FBbt:20001063	
CL359	FBbt:20001064	
CL360	FBbt:20001065	
CL361	FBbt:20001066	
CL362	FBbt:20001067	
CL363	FBbt:20001068	
CL364	FBbt:20001069	
CRE001	FBbt:20001070	
CRE002	FBbt:20001071	
CRE003	FBbt:20001072	
CRE004	FBbt:20001073	
CRE005	FBbt:20001074	
CRE006	FBbt:20001075	
CRE007	FBbt:20001076	
CRE008	FBbt:20001077	
CRE009	FBbt:20001078	
CRE010	FBbt:20001079	
CRE011	FBbt:20001080	
CRE012	FBbt:20001081	
CRE013	FBbt:20001082	
CRE014	FBbt:20001083	
CRE015	FBbt:20001084	
CRE016	FBbt:20001085	
CRE017	FBbt:20001086	
CRE018	FBbt:20001087	
CRE019	FBbt:20001088	
CRE020	FBbt:20001089	
CRE021	FBbt:20001090	
CRE022	FBbt:20001091	
CRE023	FBbt:20001092	
CRE024	FBbt:20001093	
CRE025	FBbt:20001094	
CRE026	FBbt:20001095	
CRE027	FBbt:20001096	
CRE028	FBbt:20001097	
CRE029	FBbt:20001098	
CRE030	FBbt:20001099	
CRE031	FBbt:20001100	
CRE032	FBbt:20001101	
CRE033	FBbt:20001102	
CRE034	FBbt:20001103	
CRE035	FBbt:20001104	
CRE036	FBbt:20001105	
CRE037	FBbt:20001106	
CRE038	FBbt:20001107	
CRE039	FBbt:20001108	
CRE040	FBbt:20001109	
CRE041	FBbt:20001110	
CRE042	FBbt:20001111	
CRE043	FBbt:20001112	
CRE044	FBbt:20001113	
CRE045	FBbt:20001114	
CRE046	FBbt:20001115	
CRE047	FBbt:20001116	
CRE048	FBbt:20001117	
CRE049	FBbt:20001118	
CRE050	FBbt:20001119	
CRE051	FBbt:20001120	
CRE052	FBbt:20001121	
CRE053	FBbt:20001122	
CRE054	FBbt:20001123	
CRE055	FBbt:20001124	
CRE056	FBbt:20001125	
CRE057	FBbt:20001126	
CRE058	FBbt:20001127	
CRE059	FBbt:20001128	
CRE060	FBbt:20001129	
CRE061	FBbt:20001130	
CRE062	FBbt:20001131	
CRE063	FBbt:20001132	
CRE064	FBbt:20001133	
CRE065	FBbt:20001134	
CRE066	FBbt:20001135	
CRE067	FBbt:20001136	
CRE068	FBbt:20001137	
CRE069	FBbt:20001138	
CRE070	FBbt:20001139	
CRE071	FBbt:20001140	
CRE072	FBbt:20001141	
CRE073	FBbt:20001142	
CRE074	FBbt:20001143	
CRE075	FBbt:20001144	
CRE076	FBbt:20001145	
CRE077	FBbt:20001146	
CRE078	FBbt:20001147	
CRE079	FBbt:20001148	
CRE080	FBbt:20001149	
CRE081	FBbt:20001150	
CRE082	FBbt:20001151	
CRE083	FBbt:20001152	
CRE084	FBbt:20001153	
CRE085	FBbt:20001154	
CRE086	FBbt:20001155	
CRE087	FBbt:20001156	
CRE088	FBbt:20001157	
CRE089	FBbt:20001158	
CRE090	FBbt:20001159	
CRE091	FBbt:20001160	
CRE092	FBbt:20001161	
CRE093	FBbt:20001162	
CRE094	FBbt:20001163	
CRE095	FBbt:20001164	
CRE096	FBbt:20001165	
CRE097	FBbt:20001166	
CRE098	FBbt:20001167	
CRE099	FBbt:20001168	
CRE100	FBbt:20001169	
CRE101	FBbt:20001170	
CRE102	FBbt:20001171	
CRE103	FBbt:20001172	
CRE104	FBbt:20001173	
CRE105	FBbt:20001174	
CRE106	FBbt:20001175	
CRE107	FBbt:20001176	
CRE108	FBbt:20001177	
CSD	FBbt:00007405	FlyBase:FBrf0227179
CT1	FBbt:00048245	
DA1_lPN	FBbt:00067363	
DA1_vPN	FBbt:00067372	
DA2_lPN	FBbt:00110882	
DA3_adPN	FBbt:00100384	
DA4l_adPN	FBbt:00100367	
DA4m_adPN	FBbt:00047714	
DC1_adPN	FBbt:00067014	
DC2_adPN	FBbt:00067354	
DC3_adPN	FBbt:00040000	
DC4_adPN	FBbt:00111211	
DC4_vPN	FBbt:00049771	
DCH	FBbt:00048126	
DGI	FBbt:00047215	
DL1_adPN	FBbt:00067353	
DL2d_adPN	FBbt:00100389	
DL2d_vPN	FBbt:00049768	
DL2v_adPN	FBbt:00100388	
DL3_lPN	FBbt:00067364	
DL4_adPN	FBbt:00100382	
DL5_adPN	FBbt:00067028	
DM1_lPN	FBbt:00067369	
DM2_lPN	FBbt:00067368	
DM3_adPN	FBbt:00067017	
DM4_adPN	FBbt:00100381	
DM4_vPN	FBbt:00049767	
DM5_lPN	FBbt:00067367	
DM6_adPN	FBbt:00067360	
DN1a	FBbt:00007429	
DNa01	FBbt:00047572	FlyBase:FBrf0239335
DNa02	FBbt:00047573	FlyBase:FBrf0239335
DNa03	FBbt:00047574	FlyBase:FBrf0239335
DNa04	FBbt:00047575	FlyBase:FBrf0239335
DNa05	FBbt:00047576	FlyBase:FBrf0239335
DNa06	FBbt:00047577	FlyBase:FBrf0239335
DNa07	FBbt:00047578	FlyBase:FBrf0239335
DNa08	FBbt:00047579	FlyBase:FBrf0239335
DNa09	FBbt:00047580	FlyBase:FBrf0239335
DNa10	FBbt:00047581	FlyBase:FBrf0239335
DNb01	FBbt:00047582	FlyBase:FBrf0239335
DNb02	FBbt:00047583	FlyBase:FBrf0239335
DNb03	FBbt:00047584	FlyBase:FBrf0239335
DNb04	FBbt:00047585	FlyBase:FBrf0239335
DNb05	FBbt:00047586	FlyBase:FBrf0239335
DNb06	FBbt:00047587	FlyBase:FBrf0239335
DNc01	FBbt:00047588	FlyBase:FBrf0239335
DNc02	FBbt:00047589	FlyBase:FBrf0239335
DNd01	FBbt:00047590	FlyBase:FBrf0239335
DNd02	FBbt:00047591	FlyBase:FBrf0239335
DNd03	FBbt:00047592	FlyBase:FBrf0239335
DNg01	FBbt:00047593	FlyBase:FBrf0239335
DNg02	FBbt:00047594	FlyBase:FBrf0239335
DNg03	FBbt:00047595	FlyBase:FBrf0239335
DNg04	FBbt:00047596	FlyBase:FBrf0239335
DNg05	FBbt:00047597	FlyBase:FBrf0239335
DNg06	FBbt:00047598	FlyBase:FBrf0239335
DNg07	FBbt:00047599	FlyBase:FBrf0239335
DNg08	FBbt:00047600	FlyBase:FBrf0239335
DNg09	FBbt:00047601	FlyBase:FBrf0239335
DNg10	FBbt:00047602	FlyBase:FBrf0239335
DNg11	FBbt:00047603	FlyBase:FBrf0239335
DNg12	FBbt:00047604	FlyBase:FBrf0239335
DNg13	FBbt:00047605	FlyBase:FBrf0239335
DNg14	FBbt:00047606	FlyBase:FBrf0239335
DNg15	FBbt:00047607	FlyBase:FBrf0239335
DNg16	FBbt:00047608	FlyBase:FBrf0239335
DNg17	FBbt:00047609	FlyBase:FBrf0239335
DNg18	FBbt:00047610	FlyBase:FBrf0239335
DNg19	FBbt:00047611	FlyBase:FBrf0239335
DNg20	FBbt:00047612	FlyBase:FBrf0239335
DNg21	FBbt:00047613	FlyBase:FBrf0239335
DNg22	FBbt:00047614	FlyBase:FBrf0239335
DNg23	FBbt:00047615	FlyBase:FBrf0239335
DNg24	FBbt:00047616	FlyBase:FBrf0239335
DNg25	FBbt:00047617	FlyBase:FBrf0239335
DNg26	FBbt:00047618	FlyBase:FBrf0239335
DNg27	FBbt:00047619	FlyBase:FBrf0239335
DNg28	FBbt:00047620	FlyBase:FBrf0239335
DNg29	FBbt:00047621	FlyBase:FBrf0239335
DNg30	FBbt:00047622	FlyBase:FBrf0239335
DNg31	FBbt:00047623	FlyBase:FBrf0239335
DNg32	FBbt:00047624	FlyBase:FBrf0239335
DNg33	FBbt:00047625	FlyBase:FBrf0239335
DNg34	FBbt:00047626	FlyBase:FBrf0239335
DNg35	FBbt:00047627	FlyBase:FBrf0239335
DNg36	FBbt:00047628	FlyBase:FBrf0239335
DNg37	FBbt:00047629	FlyBase:FBrf0239335
DNg38	FBbt:00047630	FlyBase:FBrf0239335
DNg39	FBbt:00047631	FlyBase:FBrf0239335
DNg40	FBbt:00047632	FlyBase:FBrf0239335
DNg41	FBbt:00047633	FlyBase:FBrf0239335
DNp01	FBbt:00047634	FlyBase:FBrf0239335
DNp02	FBbt:00047635	FlyBase:FBrf0239335
DNp03	FBbt:00047636	FlyBase:FBrf0239335
DNp04	FBbt:00047637	FlyBase:FBrf0239335
DNp05	FBbt:00047638	FlyBase:FBrf0239335
DNp06	FBbt:00047639	FlyBase:FBrf0239335
DNp07	FBbt:00047640	FlyBase:FBrf0239335
DNp08	FBbt:00047641	FlyBase:FBrf0239335
DNp09	FBbt:00047642	FlyBase:FBrf0239335
DNp10	FBbt:00047643	FlyBase:FBrf0239335
DNp11	FBbt:00047644	FlyBase:FBrf0239335
DNp12	FBbt:00047645	FlyBase:FBrf0239335
DNp13	FBbt:00047646	FlyBase:FBrf0239335
DNp14	FBbt:00047647	FlyBase:FBrf0239335
DNp15	FBbt:00047648	FlyBase:FBrf0239335
DNp16	FBbt:00047649	FlyBase:FBrf0239335
DNp17	FBbt:00047650	FlyBase:FBrf0239335
DNp18	FBbt:00047651	FlyBase:FBrf0239335
DNp19	FBbt:00047652	FlyBase:FBrf0239335
DNp20	FBbt:00047653	FlyBase:FBrf0239335
DNp21	FBbt:00047654	FlyBase:FBrf0239335
DNp22	FBbt:00047655	FlyBase:FBrf0239335
DNp23	FBbt:00047656	FlyBase:FBrf0239335
DNp24	FBbt:00047657	FlyBase:FBrf0239335
DNp25	FBbt:00047658	FlyBase:FBrf0239335
DNp26	FBbt:00047659	FlyBase:FBrf0239335
DNp27	FBbt:00047660	FlyBase:FBrf0239335
DNp28	FBbt:00047661	FlyBase:FBrf0239335
DNp29	FBbt:00047662	FlyBase:FBrf0239335
DNp30	FBbt:00047663	FlyBase:FBrf0239335
DNp31	FBbt:00047664	FlyBase:FBrf0239335
DNp32	FBbt:00047665	FlyBase:FBrf0239335
DNp33	FBbt:00047666	FlyBase:FBrf0239335
DNp34	FBbt:00047667	FlyBase:FBrf0239335
DNp35	FBbt:00047668	FlyBase:FBrf0239335
DNp44	FBbt:00049697	
DNx01	FBbt:00047669	FlyBase:FBrf0239335
DP1l_adPN	FBbt:00007475	
DP1l_vPN	FBbt:00049769	
DP1m_adPN	FBbt:00067021	
DP1m_vPN	FBbt:00049773	
DPM	FBbt:00005780	
D_adPN	FBbt:00067355	
Delta7	FBbt:00111057	
EL	FBbt:00049180	FlyBase:FBrf0240744
EPG	FBbt:00047030	FlyBase:FBrf0240744
EPGt	FBbt:00111423	FlyBase:FBrf0240744
ER1	FBbt:00003650	
ER2	FBbt:00003651	
ER3a	FBbt:00047039	
ER3d	FBbt:00047037	
ER3m	FBbt:00047038	
ER3p	FBbt:00047040	
ER3w	FBbt:00047041	
ER4d	FBbt:00007538	
ER4m	FBbt:00007537	
ER5	FBbt:00047042	
ER6	FBbt:00047043	
ExR1	FBbt:00003655	
ExR2	FBbt:00110327	
ExR3	FBbt:00047035	
ExR4	FBbt:00047036	
GLNO	FBbt:00049135	FlyBase:FBrf0246888
H1	FBbt:00047991	
HBeyelet	FBbt:00005740	
HRN_VP1d	FBbt:00047226	FlyBase:FBrf0246456
HRN_VP1l	FBbt:00111336	FlyBase:FBrf0246456
HRN_VP4	FBbt:00047225	
HRN_VP5	FBbt:00047222	
HSE	FBbt:00003919	
HSN	FBbt:00003918	
HSS	FBbt:00003920	
IB001	FBbt:20001178	
IB002	FBbt:20001179	
IB003	FBbt:20001180	
IB004	FBbt:20001181	
IB005	FBbt:20001182	
IB006	FBbt:20001183	
IB007	FBbt:20001184	
IB008	FBbt:20001185	
IB009	FBbt:20001186	
IB010	FBbt:20001187	
IB011	FBbt:20001188	
IB012	FBbt:20001189	
IB013	FBbt:20001190	
IB014	FBbt:20001191	
IB015	FBbt:20001192	
IB016	FBbt:20001193	
IB017	FBbt:20001194	
IB018	FBbt:20001195	
IB019	FBbt:20001196	
IB020	FBbt:20001197	
IB021	FBbt:20001198	
IB022	FBbt:20001199	
IB023	FBbt:20001200	
IB024	FBbt:20001201	
IB025	FBbt:20001202	
IB026	FBbt:20001203	
IB027	FBbt:20001204	
IB028	FBbt:20001205	
IB029	FBbt:20001206	
IB030	FBbt:20001207	
IB031	FBbt:20001208	
IB032	FBbt:20001209	
IB033	FBbt:20001210	
IB034	FBbt:20001211	
IB035	FBbt:20001212	
IB036	FBbt:20001213	
IB037	FBbt:20001214	
IB038	FBbt:20001215	
IB039	FBbt:20001216	
IB040	FBbt:20001217	
IB041	FBbt:20001218	
IB042	FBbt:20001219	
IB043	FBbt:20001220	
IB044	FBbt:20001221	
IB045	FBbt:20001222	
IB046	FBbt:20001223	
IB047	FBbt:20001224	
IB048	FBbt:20001225	
IB049	FBbt:20001226	
IB050	FBbt:20001227	
IB051	FBbt:20001228	
IB052	FBbt:20001229	
IB053	FBbt:20001230	
IB054	FBbt:20001231	
IB055	FBbt:20001232	
IB056	FBbt:20001233	
IB057	FBbt:20001234	
IB058	FBbt:20001235	
IB059	FBbt:20001236	
IB060	FBbt:20001237	
IB061	FBbt:20001238	
IB062	FBbt:20001239	
IB063	FBbt:20001240	
IB064	FBbt:20001241	
IB065	FBbt:20001242	
IB066	FBbt:20001243	
IB067	FBbt:20001244	
IB068	FBbt:20001245	
IB069	FBbt:20001246	
IB070	FBbt:20001247	
IB071	FBbt:20001248	
IB072	FBbt:20001249	
IB073	FBbt:20001250	
IB074	FBbt:20001251	
IB075	FBbt:20001252	
IB076	FBbt:20001253	
IB077	FBbt:20001254	
IB078	FBbt:20001255	
IB079	FBbt:20001256	
IB080	FBbt:20001257	
IB081	FBbt:20001258	
IB082	FBbt:20001259	
IB083	FBbt:20001260	
IB084	FBbt:20001261	
IB085	FBbt:20001262	
IB086	FBbt:20001263	
IB087	FBbt:20001264	
IB088	FBbt:20001265	
IB089	FBbt:20001266	
IB090	FBbt:20001267	
IB091	FBbt:20001268	
IB092	FBbt:20001269	
IB093	FBbt:20001270	
IB094	FBbt:20001271	
IB095	FBbt:20001272	
IB096	FBbt:20001273	
IB097	FBbt:20001274	
IB098	FBbt:20001275	
IB099	FBbt:20001276	
IB100	FBbt:20001277	
IB101	FBbt:20001278	
IB102	FBbt:20001279	
IB103	FBbt:20001280	
IB104	FBbt:20001281	
IB105	FBbt:20001282	
IB106	FBbt:20001283	
IB107	FBbt:20001284	
IB108	FBbt:20001285	
IB109	FBbt:20001286	
IB110	FBbt:20001287	
IB111	FBbt:20001288	
IB112	FBbt:20001289	
IB113	FBbt:20001290	
IB114	FBbt:20001291	
IB115	FBbt:20001292	
IB116	FBbt:20001293	
IB117	FBbt:20001294	
IB118	FBbt:20001295	
IB119	FBbt:20001296	
IbSpsP	FBbt:00111383	FlyBase:FBrf0240744
KCa'b'-ap1	FBbt:00049836	
KCa'b'-ap2	FBbt:00049837	
KCa'b'-m	FBbt:00100253	
KCab-c	FBbt:00110929	
KCab-p	FBbt:00110931	
KCab-s	FBbt:00110930	
KCg-d	FBbt:00110932	
KCg-m	FBbt:00111061	
KCg-s1	FBbt:00049787	
KCg-s2	FBbt:00049788	
KCg-s3	FBbt:00049831	
KCg-s4	FBbt:00049832	
KCg-t	FBbt:00049833	
LAL001	FBbt:20001297	
LAL002	FBbt:20001298	
LAL003	FBbt:20001299	
LAL004	FBbt:20001300	
LAL005	FBbt:20001301	
LAL006	FBbt:20001302	
LAL007	FBbt:20001303	
LAL008	FBbt:20001304	
LAL009	FBbt:20001305	
LAL010	FBbt:20001306	
LAL011	FBbt:20001307	
LAL012	FBbt:20001308	
LAL013	FBbt:20001309	
LAL014	FBbt:20001310	
LAL015	FBbt:20001311	
LAL016	FBbt:20001312	
LAL017	FBbt:20001313	
LAL018	FBbt:20001314	
LAL019	FBbt:20001315	
LAL020	FBbt:20001316	
LAL021	FBbt:20001317	
LAL022	FBbt:20001318	
LAL023	FBbt:20001319	
LAL024	FBbt:20001320	
LAL025	FBbt:20001321	
LAL026	FBbt:20001322	
LAL027	FBbt:20001323	
LAL028	FBbt:20001324	
LAL029	FBbt:20001325	
LAL030	FBbt:20001326	
LAL031	FBbt:20001327	
LAL032	FBbt:20001328	
LAL033	FBbt:20001329	
LAL034	FBbt:20001330	
LAL035	FBbt:20001331	
LAL036	FBbt:20001332	
LAL037	FBbt:20001333	
LAL038	FBbt:20001334	
LAL039	FBbt:20001335	
LAL040	FBbt:20001336	
LAL041	FBbt:20001337	
LAL042	FBbt:20001338	
LAL043	FBbt:20001339	
LAL044	FBbt:20001340	
LAL045	FBbt:20001341	
LAL046	FBbt:20001342	
LAL047	FBbt:20001343	
LAL048	FBbt:20001344	
LAL049	FBbt:20001345	
LAL050	FBbt:20001346	
LAL051	FBbt:20001347	
LAL052	FBbt:20001348	
LAL053	FBbt:20001349	
LAL054	FBbt:20001350	
LAL055	FBbt:20001351	
LAL056	FBbt:20001352	
LAL057	FBbt:20001353	
LAL058	FBbt:20001354	
LAL059	FBbt:20001355	
LAL060	FBbt:20001356	
LAL061	FBbt:20001357	
LAL062	FBbt:20001358	
LAL063	FBbt:20001359	
LAL064	FBbt:20001360	
LAL065	FBbt:20001361	
LAL066	FBbt:20001362	
LAL067	FBbt:20001363	
LAL068	FBbt:20001364	
LAL069	FBbt:20001365	
LAL070	FBbt:20001366	
LAL071	FBbt:20001367	
LAL072	FBbt:20001368	
LAL073	FBbt:20001369	
LAL074	FBbt:20001370	
LAL075	FBbt:20001371	
LAL076	FBbt:20001372	
LAL077	FBbt:20001373	
LAL078	FBbt:20001374	
LAL079	FBbt:20001375	
LAL080	FBbt:20001376	
LAL081	FBbt:20001377	
LAL082	FBbt:20001378	
LAL083	FBbt:20001379	
LAL084	FBbt:20001380	
LAL085	FBbt:20001381	
LAL086	FBbt:20001382	
LAL087	FBbt:20001383	
LAL088	FBbt:20001384	
LAL089	FBbt:20001385	
LAL090	FBbt:20001386	
LAL091	FBbt:20001387	
LAL092	FBbt:20001388	
LAL093	FBbt:20001389	
LAL094	FBbt:20001390	
LAL095	FBbt:20001391	
LAL096	FBbt:20001392	
LAL097	FBbt:20001393	
LAL098	FBbt:20001394	
LAL099	FBbt:20001395	
LAL100	FBbt:20001396	
LAL101	FBbt:20001397	
LAL102	FBbt:20001398	
LAL103	FBbt:20001399	
LAL104	FBbt:20001400	
LAL105	FBbt:20001401	
LAL106	FBbt:20001402	
LAL107	FBbt:20001403	
LAL108	FBbt:20001404	
LAL109	FBbt:20001405	
LAL110	FBbt:20001406	
LAL111	FBbt:20001407	
LAL112	FBbt:20001408	
LAL113	FBbt:20001409	
LAL114	FBbt:20001410	
LAL115	FBbt:20001411	
LAL116	FBbt:20001412	
LAL117	FBbt:20001413	
LAL118	FBbt:20001414	
LAL119	FBbt:20001415	
LAL120	FBbt:20001416	
LAL121	FBbt:20001417	
LAL122	FBbt:20001418	
LAL123	FBbt:20001419	
LAL124	FBbt:20001420	
LAL125	FBbt:20001421	
LAL126	FBbt:20001422	
LAL127	FBbt:20001423	
LAL128	FBbt:20001424	
LAL129	FBbt:20001425	
LAL130	FBbt:20001426	
LAL131	FBbt:20001427	
LAL132	FBbt:20001428	
LAL133	FBbt:20001429	
LAL134	FBbt:20001430	
LAL135	FBbt:20001431	
LAL136	FBbt:20001432	
LAL137	FBbt:20001433	
LAL138	FBbt:20001434	
LAL139	FBbt:20001435	
LAL140	FBbt:20001436	
LAL141	FBbt:20001437	
LAL142	FBbt:20001438	
LAL143	FBbt:20001439	
LAL144	FBbt:20001440	
LAL145	FBbt:20001441	
LAL146	FBbt:20001442	
LAL147	FBbt:20001443	
LAL148	FBbt:20001444	
LAL149	FBbt:20001445	
LAL150	FBbt:20001446	
LAL151	FBbt:20001447	
LAL152	FBbt:20001448	
LAL153	FBbt:20001449	
LAL154	FBbt:20001450	
LAL155	FBbt:20001451	
LAL156	FBbt:20001452	
LAL157	FBbt:20001453	
LAL158	FBbt:20001454	
LAL159	FBbt:20001455	
LAL160	FBbt:20001456	
LAL161	FBbt:20001457	
LAL162	FBbt:20001458	
LAL163	FBbt:20001459	
LAL164	FBbt:20001460	
LAL165	FBbt:20001461	
LAL166	FBbt:20001462	
LAL167	FBbt:20001463	
LAL168	FBbt:20001464	
LAL169	FBbt:20001465	
LAL170	FBbt:20001466	
LAL171	FBbt:20001467	
LAL172	FBbt:20001468	
LAL173	FBbt:20001469	
LAL174	FBbt:20001470	
LAL175	FBbt:20001471	
LAL176	FBbt:20001472	
LAL177	FBbt:20001473	
LAL178	FBbt:20001474	
LAL179	FBbt:20001475	
LAL180	FBbt:20001476	
LAL181	FBbt:20001477	
LAL182	FBbt:20001478	
LAL183	FBbt:20001479	
LAL184	FBbt:20001480	
LAL185	FBbt:20001481	
LAL186	FBbt:20001482	
LAL187	FBbt:20001483	
LAL188	FBbt:20001484	
LAL189	FBbt:20001485	
LAL190	FBbt:20001486	
LAL191	FBbt:20001487	
LAL192	FBbt:20001488	
LAL193	FBbt:20001489	
LAL194	FBbt:20001490	
LAL195	FBbt:20001491	
LAL196	FBbt:20001492	
LAL197	FBbt:20001493	
LAL198	FBbt:20001494	
LAL199	FBbt:20001495	
LAL200	FBbt:20001496	
LAL201	FBbt:20001497	
LAL202	FBbt:20001498	
LAL203	FBbt:20001499	
LAL204	FBbt:20001500	
LC10	FBbt:00100482	
LC10a	FBbt:00111747	
LC10b	FBbt:00111745	
LC10c	FBbt:00111746	
LC10d	FBbt:00111748	
LC11	FBbt:00100483	
LC12	FBbt:00100484	
LC13	FBbt:00100485	
LC14	FBbt:00100486	
LC15	FBbt:00111750	
LC16	FBbt:00111751	
LC17	FBbt:00111752	
LC18	FBbt:00111753	
LC20	FBbt:00111755	
LC21	FBbt:00111756	
LC22	FBbt:00111757	
LC24	FBbt:00111759	
LC25	FBbt:00111760	
LC26	FBbt:00111761	
LC4	FBbt:00003874	
LC6	FBbt:00003876	
LC9	FBbt:00100480	
LCNOp	FBbt:00049139	FlyBase:FBrf0240744
LCNOpm	FBbt:00049138	FlyBase:FBrf0240744
LHAD1a1	FBbt:00049318	
LHAD1a2	FBbt:00049319	
LHAD1a3	FBbt:00049320	
LHAD1a4	FBbt:00049321	
LHAD1b1	FBbt:00049322	
LHAD1b2	FBbt:00049323	
LHAD1c1	FBbt:00049324	
LHAD1d1	FBbt:00049325	
LHAD1f1	FBbt:00049326	
LHAD1f4	FBbt:00049665	
LHAD2b1	FBbt:00049328	
LHAD2e1	FBbt:00049666	
LHAD3a1	FBbt:00049667	
LHAD3a10	FBbt:00049668	
LHAD3a8	FBbt:00049669	
LHAD3b1	FBbt:00049329	
LHAV1a1	FBbt:00049331	
LHAV1a2	FBbt:00049332	
LHAV1a3	FBbt:00049333	
LHAV1a4	FBbt:00049334	
LHAV1a5	FBbt:00049335	
LHAV1b1	FBbt:00049336	
LHAV2a1	FBbt:00049337	
LHAV2a2	FBbt:00049338	
LHAV2a3	FBbt:00049339	
LHAV2a4	FBbt:00049340	
LHAV2b1	FBbt:00049341	
LHAV2b2	FBbt:00049342	
LHAV2c1	FBbt:00049343	
LHAV2d1	FBbt:00049670	
LHAV3a1	FBbt:00049344	
LHAV3a2	FBbt:00049671	
LHAV3c1	FBbt:00049672	
LHAV3d1	FBbt:00049673	
LHAV3e3	FBbt:00049674	
