term	FBbt	reference
PVLP056	FBbt:20002114	
PVLP057	FBbt:20002115	
PVLP058	FBbt:20002116	
PVLP059	FBbt:20002117	
PVLP060	FBbt:20002118	
PVLP061	FBbt:20002119	
PVLP062	FBbt:20002120	
PVLP063	FBbt:20002121	
PVLP064	FBbt:20002122	
PVLP065	FBbt:20002123	
PVLP066	FBbt:20002124	
PVLP067	FBbt:20002125	
PVLP068	FBbt:20002126	
PVLP069	FBbt:20002127	
PVLP070	FBbt:20002128	
PVLP071	FBbt:20002129	
PVLP072	FBbt:20002130	
PVLP073	FBbt:20002131	
PVLP074	FBbt:20002132	
PVLP075	FBbt:20002133	
PVLP076	FBbt:20002134	
PVLP077	FBbt:20002135	
PVLP078	FBbt:20002136	
PVLP079	FBbt:20002137	
PVLP080	FBbt:20002138	
PVLP081	FBbt:20002139	
PVLP082	FBbt:20002140	
PVLP083	FBbt:20002141	
PVLP084	FBbt:20002142	
PVLP085	FBbt:20002143	
PVLP086	FBbt:20002144	
PVLP087	FBbt:20002145	
PVLP088	FBbt:20002146	
PVLP089	FBbt:20002147	
PVLP090	FBbt:20002148	
PVLP091	FBbt:20002149	
PVLP092	FBbt:20002150	
PVLP093	FBbt:20002151	
PVLP094	FBbt:20002152	
PVLP095	FBbt:20002153	
PVLP096	FBbt:20002154	
PVLP097	FBbt:20002155	
PVLP098	FBbt:20002156	
PVLP099	FBbt:20002157	
PVLP100	FBbt:20002158	
PVLP101	FBbt:20002159	
PVLP102	FBbt:20002160	
PVLP103	FBbt:20002161	
PVLP104	FBbt:20002162	
PVLP105	FBbt:20002163	
PVLP106	FBbt:20002164	
PVLP107	FBbt:20002165	
PVLP108	FBbt:20002166	
PVLP109	FBbt:20002167	
PVLP110	FBbt:20002168	
PVLP111	FBbt:20002169	
PVLP112	FBbt:20002170	
PVLP113	FBbt:20002171	
PVLP114	FBbt:20002172	
PVLP115	FBbt:20002173	
PVLP116	FBbt:20002174	
PVLP117	FBbt:20002175	
PVLP118	FBbt:20002176	
PVLP119	FBbt:20002177	
PVLP120	FBbt:20002178	
PVLP121	FBbt:20002179	
PVLP122	FBbt:20002180	
PVLP123	FBbt:20002181	
PVLP124	FBbt:20002182	
PVLP125	FBbt:20002183	
PVLP126	FBbt:20002184	
PVLP127	FBbt:20002185	
PVLP128	FBbt:20002186	
PVLP129	FBbt:20002187	
PVLP130	FBbt:20002188	
PVLP131	FBbt:20002189	
PVLP132	FBbt:20002190	
PVLP133	FBbt:20002191	
PVLP134	FBbt:20002192	
PVLP135	FBbt:20002193	
PVLP136	FBbt:20002194	
PVLP137	FBbt:20002195	
PVLP138	FBbt:20002196	
PVLP139	FBbt:20002197	
PVLP140	FBbt:20002198	
PVLP141	FBbt:20002199	
PVLP142	FBbt:20002200	
PVLP143	FBbt:20002201	
PVLP144	FBbt:20002202	
PVLP145	FBbt:20002203	
PVLP146	FBbt:20002204	
PVLP147	FBbt:20002205	
PVLP148	FBbt:20002206	
PVLP149	FBbt:20002207	
PVLP150	FBbt:20002208	
PVLP151	FBbt:20002209	
SAD001	FBbt:20002210	
SAD002	FBbt:20002211	
SAD003	FBbt:20002212	
SAD004	FBbt:20002213	
SAD005	FBbt:20002214	
SAD006	FBbt:20002215	
SAD007	FBbt:20002216	
SAD008	FBbt:20002217	
SAD009	FBbt:20002218	
SAD010	FBbt:20002219	
SAD011	FBbt:20002220	
SAD012	FBbt:20002221	
SAD013	FBbt:20002222	
SAD014	FBbt:20002223	
SAD015	FBbt:20002224	
SAD016	FBbt:20002225	
SAD017	FBbt:20002226	
SAD018	FBbt:20002227	
SAD019	FBbt:20002228	
SAD020	FBbt:20002229	
SAD021	FBbt:20002230	
SAD022	FBbt:20002231	
SAD023	FBbt:20002232	
SAD024	FBbt:20002233	
SAD025	FBbt:20002234	
SAD026	FBbt:20002235	
SAD027	FBbt:20002236	
SAD028	FBbt:20002237	
SAD029	FBbt:20002238	
SAD030	FBbt:20002239	
SAD031	FBbt:20002240	
SAD032	FBbt:20002241	
SAD033	FBbt:20002242	
SAD034	FBbt:20002243	
SAD035	FBbt:20002244	
SAD036	FBbt:20002245	
SAD037	FBbt:20002246	
SAD038	FBbt:20002247	
SAD039	FBbt:20002248	
SAD040	FBbt:20002249	
SAD041	FBbt:20002250	
SAD042	FBbt:20002251	
SAD043	FBbt:20002252	
SAD044	FBbt:20002253	
SAD045	FBbt:20002254	
SAD046	FBbt:20002255	
SAD047	FBbt:20002256	
SAD048	FBbt:20002257	
SAD049	FBbt:20002258	
SAD050	FBbt:20002259	
SAD051	FBbt:20002260	
SAD052	FBbt:20002261	
SAD053	FBbt:20002262	
SAD054	FBbt:20002263	
SAD055	FBbt:20002264	
SAD056	FBbt:20002265	
SAD057	FBbt:20002266	
SAD058	FBbt:20002267	
SAD059	FBbt:20002268	
SAD060	FBbt:20002269	
SAD061	FBbt:20002270	
SAD062	FBbt:20002271	
SAD063	FBbt:20002272	
SAD064	FBbt:20002273	
SAD065	FBbt:20002274	
SAD066	FBbt:20002275	
SAD067	FBbt:20002276	
SAD068	FBbt:20002277	
SAD069	FBbt:20002278	
SAD070	FBbt:20002279	
SAD071	FBbt:20002280	
SAD072	FBbt:20002281	
SAD073	FBbt:20002282	
SAD074	FBbt:20002283	
SAD075	FBbt:20002284	
SAD076	FBbt:20002285	
SAD077	FBbt:20002286	
SAD078	FBbt:20002287	
SAD079	FBbt:20002288	
SAD080	FBbt:20002289	
SAD081	FBbt:20002290	
SAD082	FBbt:20002291	
SAD083	FBbt:20002292	
SAD084	FBbt:20002293	
SAD085	FBbt:20002294	
SAD086	FBbt:20002295	
SAD087	FBbt:20002296	
SAD088	FBbt:20002297	
SAD089	FBbt:20002298	
SAD090	FBbt:20002299	
SAD091	FBbt:20002300	
SAD092	FBbt:20002301	
SAD093	FBbt:20002302	
SAD094	FBbt:20002303	
SAD095	FBbt:20002304	
SAF	FBbt:00049145	FlyBase:FBrf0240744
SAG	FBbt:00111304	FlyBase:FBrf0246888
SIFa	FBbt:00047427	
SIP001	FBbt:20002305	
SIP002	FBbt:20002306	
SIP003	FBbt:20002307	
SIP004	FBbt:20002308	
SIP005	FBbt:20002309	
SIP006	FBbt:20002310	
SIP007	FBbt:20002311	
SIP008	FBbt:20002312	
SIP009	FBbt:20002313	
SIP010	FBbt:20002314	
SIP011	FBbt:20002315	
SIP012	FBbt:20002316	
SIP013	FBbt:20002317	
SIP014	FBbt:20002318	
SIP015	FBbt:20002319	
SIP016	FBbt:20002320	
SIP017	FBbt:20002321	
SIP018	FBbt:20002322	
SIP019	FBbt:20002323	
SIP020	FBbt:20002324	
SIP021	FBbt:20002325	
SIP022	FBbt:20002326	
SIP023	FBbt:20002327	
SIP024	FBbt:20002328	
SIP025	FBbt:20002329	
SIP026	FBbt:20002330	
SIP027	FBbt:20002331	
SIP028	FBbt:20002332	
SIP029	FBbt:20002333	
SIP030	FBbt:20002334	
SIP031	FBbt:20002335	
SIP032	FBbt:20002336	
SIP033	FBbt:20002337	
SIP034	FBbt:20002338	
SIP035	FBbt:20002339	
SIP036	FBbt:20002340	
SIP037	FBbt:20002341	
SIP038	FBbt:20002342	
SIP039	FBbt:20002343	
SIP040	FBbt:20002344	
SIP041	FBbt:20002345	
SIP042	FBbt:20002346	
SIP043	FBbt:20002347	
SIP044	FBbt:20002348	
SIP045	FBbt:20002349	
SIP046	FBbt:20002350	
SIP047	FBbt:20002351	
SIP048	FBbt:20002352	
SIP049	FBbt:20002353	
SIP050	FBbt:20002354	
SIP051	FBbt:20002355	
SIP052	FBbt:20002356	
SIP053	FBbt:20002357	
SIP054	FBbt:20002358	
SIP055	FBbt:20002359	
SIP056	FBbt:20002360	
SIP057	FBbt:20002361	
SIP058	FBbt:20002362	
SIP059	FBbt:20002363	
SIP060	FBbt:20002364	
SIP061	FBbt:20002365	
SIP062	FBbt:20002366	
SIP063	FBbt:20002367	
SIP064	FBbt:20002368	
SIP065	FBbt:20002369	
SIP066	FBbt:20002370	
SIP067	FBbt:20002371	
SIP068	FBbt:20002372	
SIP069	FBbt:20002373	
SIP070	FBbt:20002374	
SIP071	FBbt:20002375	
SIP072	FBbt:20002376	
SIP073	FBbt:20002377	
SIP074	FBbt:20002378	
SIP075	FBbt:20002379	
SIP076	FBbt:20002380	
SIP077	FBbt:20002381	
SIP078	FBbt:20002382	
SIP079	FBbt:20002383	
SIP080	FBbt:20002384	
SIP081	FBbt:20002385	
SIP082	FBbt:20002386	
SIP083	FBbt:20002387	
SIP084	FBbt:20002388	
SIP085	FBbt:20002389	
SIP086	FBbt:20002390	
SIP087	FBbt:20002391	
SIP088	FBbt:20002392	
SIP089	FBbt:20002393	
SIP090	FBbt:20002394	
SLP001	FBbt:20002395	
SLP002	FBbt:20002396	
SLP003	FBbt:20002397	
SLP004	FBbt:20002398	
SLP005	FBbt:20002399	
SLP006	FBbt:20002400	
SLP007	FBbt:20002401	
SLP008	FBbt:20002402	
SLP009	FBbt:20002403	
SLP010	FBbt:20002404	
SLP011	FBbt:20002405	
SLP012	FBbt:20002406	
SLP013	FBbt:20002407	
SLP014	FBbt:20002408	
SLP015	FBbt:20002409	
SLP016	FBbt:20002410	
SLP017	FBbt:20002411	
SLP018	FBbt:20002412	
SLP019	FBbt:20002413	
SLP020	FBbt:20002414	
SLP021	FBbt:20002415	
SLP022	FBbt:20002416	
SLP023	FBbt:20002417	
SLP024	FBbt:20002418	
SLP025	FBbt:20002419	
SLP026	FBbt:20002420	
SLP027	FBbt:20002421	
SLP028	FBbt:20002422	
SLP029	FBbt:20002423	
SLP030	FBbt:20002424	
SLP031	FBbt:20002425	
SLP032	FBbt:20002426	
SLP033	FBbt:20002427	
SLP034	FBbt:20002428	
SLP035	FBbt:20002429	
SLP036	FBbt:20002430	
SLP037	FBbt:20002431	
SLP038	FBbt:20002432	
SLP039	FBbt:20002433	
SLP040	FBbt:20002434	
SLP041	FBbt:20002435	
SLP042	FBbt:20002436	
SLP043	FBbt:20002437	
SLP044	FBbt:20002438	
SLP045	FBbt:20002439	
SLP046	FBbt:20002440	
SLP047	FBbt:20002441	
SLP048	FBbt:20002442	
SLP049	FBbt:20002443	
SLP050	FBbt:20002444	
SLP051	FBbt:20002445	
SLP052	FBbt:20002446	
SLP053	FBbt:20002447	
SLP054	FBbt:20002448	
SLP055	FBbt:20002449	
SLP056	FBbt:20002450	
SLP057	FBbt:20002451	
SLP058	FBbt:20002452	
SLP059	FBbt:20002453	
SLP060	FBbt:20002454	
SLP061	FBbt:20002455	
SLP062	FBbt:20002456	
SLP063	FBbt:20002457	
SLP064	FBbt:20002458	
SLP065	FBbt:20002459	
SLP066	FBbt:20002460	
SLP067	FBbt:20002461	
SLP068	FBbt:20002462	
SLP069	FBbt:20002463	
SLP070	FBbt:20002464	
SLP071	FBbt:20002465	
SLP072	FBbt:20002466	
SLP073	FBbt:20002467	
SLP074	FBbt:20002468	
SLP075	FBbt:20002469	
SLP076	FBbt:20002470	
SLP077	FBbt:20002471	
SLP078	FBbt:20002472	
SLP079	FBbt:20002473	
SLP080	FBbt:20002474	
SLP081	FBbt:20002475	
SLP082	FBbt:20002476	
SLP083	FBbt:20002477	
SLP084	FBbt:20002478	
SLP085	FBbt:20002479	
SLP086	FBbt:20002480	
SLP087	FBbt:20002481	
SLP088	FBbt:20002482	
SLP089	FBbt:20002483	
SLP090	FBbt:20002484	
SLP091	FBbt:20002485	
SLP092	FBbt:20002486	
SLP093	FBbt:20002487	
SLP094	FBbt:20002488	
SLP095	FBbt:20002489	
SLP096	FBbt:20002490	
SLP097	FBbt:20002491	
SLP098	FBbt:20002492	
SLP099	FBbt:20002493	
SLP100	FBbt:20002494	
SLP101	FBbt:20002495	
SLP102	FBbt:20002496	
SLP103	FBbt:20002497	
SLP104	FBbt:20002498	
SLP105	FBbt:20002499	
SLP106	FBbt:20002500	
SLP107	FBbt:20002501	
SLP108	FBbt:20002502	
SLP109	FBbt:20002503	
SLP110	FBbt:20002504	
SLP111	FBbt:20002505	
SLP112	FBbt:20002506	
SLP113	FBbt:20002507	
SLP114	FBbt:20002508	
SLP115	FBbt:20002509	
SLP116	FBbt:20002510	
SLP117	FBbt:20002511	
SLP118	FBbt:20002512	
SLP119	FBbt:20002513	
SLP120	FBbt:20002514	
SLP121	FBbt:20002515	
SLP122	FBbt:20002516	
SLP123	FBbt:20002517	
SLP124	FBbt:20002518	
SLP125	FBbt:20002519	
SLP126	FBbt:20002520	
SLP127	FBbt:20002521	
SLP128	FBbt:20002522	
SLP129	FBbt:20002523	
SLP130	FBbt:20002524	
SLP131	FBbt:20002525	
SLP132	FBbt:20002526	
SLP133	FBbt:20002527	
SLP134	FBbt:20002528	
SLP135	FBbt:20002529	
SLP136	FBbt:20002530	
SLP137	FBbt:20002531	
SLP138	FBbt:20002532	
SLP139	FBbt:20002533	
SLP140	FBbt:20002534	
SLP141	FBbt:20002535	
SLP142	FBbt:20002536	
SLP143	FBbt:20002537	
SLP144	FBbt:20002538	
SLP145	FBbt:20002539	
SLP146	FBbt:20002540	
SLP147	FBbt:20002541	
SLP148	FBbt:20002542	
SLP149	FBbt:20002543	
SLP150	FBbt:20002544	
SLP151	FBbt:20002545	
SLP152	FBbt:20002546	
SLP153	FBbt:20002547	
SLP154	FBbt:20002548	
SLP155	FBbt:20002549	
SLP156	FBbt:20002550	
SLP157	FBbt:20002551	
SLP158	FBbt:20002552	
SLP159	FBbt:20002553	
SLP160	FBbt:20002554	
SLP161	FBbt:20002555	
SLP162	FBbt:20002556	
SLP163	FBbt:20002557	
SLP164	FBbt:20002558	
SLP165	FBbt:20002559	
SLP166	FBbt:20002560	
SLP167	FBbt:20002561	
SLP168	FBbt:20002562	
SLP169	FBbt:20002563	
SLP170	FBbt:20002564	
SLP171	FBbt:20002565	
SLP172	FBbt:20002566	
SLP173	FBbt:20002567	
SLP174	FBbt:20002568	
SLP175	FBbt:20002569	
SLP176	FBbt:20002570	
SLP177	FBbt:20002571	
SLP178	FBbt:20002572	
SLP179	FBbt:20002573	
SLP180	FBbt:20002574	
SLP181	FBbt:20002575	
SLP182	FBbt:20002576	
SLP183	FBbt:20002577	
SLP184	FBbt:20002578	
SLP185	FBbt:20002579	
SLP186	FBbt:20002580	
SLP187	FBbt:20002581	
SLP188	FBbt:20002582	
SLP189	FBbt:20002583	
SLP190	FBbt:20002584	
SLP191	FBbt:20002585	
SLP192	FBbt:20002586	
SLP193	FBbt:20002587	
SLP194	FBbt:20002588	
SLP195	FBbt:20002589	
SLP196	FBbt:20002590	
SLP197	FBbt:20002591	
SLP198	FBbt:20002592	
SLP199	FBbt:20002593	
SLP200	FBbt:20002594	
SLP201	FBbt:20002595	
SLP202	FBbt:20002596	
SLP203	FBbt:20002597	
SLP204	FBbt:20002598	
SLP205	FBbt:20002599	
SLP206	FBbt:20002600	
SLP207	FBbt:20002601	
SLP208	FBbt:20002602	
SLP209	FBbt:20002603	
SLP210	FBbt:20002604	
SLP211	FBbt:20002605	
SLP212	FBbt:20002606	
SLP213	FBbt:20002607	
SLP214	FBbt:20002608	
SLP215	FBbt:20002609	
SLP216	FBbt:20002610	
SLP217	FBbt:20002611	
SLP218	FBbt:20002612	
SLP219	FBbt:20002613	
SLP220	FBbt:20002614	
SLP221	FBbt:20002615	
SLP222	FBbt:20002616	
SLP223	FBbt:20002617	
SLP224	FBbt:20002618	
SLP225	FBbt:20002619	
SLP226	FBbt:20002620	
SLP227	FBbt:20002621	
SLP228	FBbt:20002622	
SLP229	FBbt:20002623	
SLP230	FBbt:20002624	
SLP231	FBbt:20002625	
SLP232	FBbt:20002626	
SLP233	FBbt:20002627	
SLP234	FBbt:20002628	
SLP235	FBbt:20002629	
SLP236	FBbt:20002630	
SLP237	FBbt:20002631	
SLP238	FBbt:20002632	
SLP239	FBbt:20002633	
SLP240	FBbt:20002634	
SLP241	FBbt:20002635	
SLP242	FBbt:20002636	
SLP243	FBbt:20002637	
SLP244	FBbt:20002638	
SLP245	FBbt:20002639	
SLP246	FBbt:20002640	
SLP247	FBbt:20002641	
SLP248	FBbt:20002642	
SLP249	FBbt:20002643	
SLP250	FBbt:20002644	
SLP251	FBbt:20002645	
SLP252	FBbt:20002646	
SLP253	FBbt:20002647	
SLP254	FBbt:20002648	
SLP255	FBbt:20002649	
SLP256	FBbt:20002650	
SLP257	FBbt:20002651	
SLP258	FBbt:20002652	
SLP259	FBbt:20002653	
SLP260	FBbt:20002654	
SLP261	FBbt:20002655	
SLP262	FBbt:20002656	
SLP263	FBbt:20002657	
SLP264	FBbt:20002658	
SLP265	FBbt:20002659	
SLP266	FBbt:20002660	
SLP267	FBbt:20002661	
SLP268	FBbt:20002662	
SLP269	FBbt:20002663	
SLP270	FBbt:20002664	
SLP271	FBbt:20002665	
SLP272	FBbt:20002666	
SLP273	FBbt:20002667	
SLP274	FBbt:20002668	
SLP275	FBbt:20002669	
SLP276	FBbt:20002670	
SLP277	FBbt:20002671	
SLP278	FBbt:20002672	
SLP279	FBbt:20002673	
SLP280	FBbt:20002674	
SLP281	FBbt:20002675	
SLP282	FBbt:20002676	
SLP283	FBbt:20002677	
SLP284	FBbt:20002678	
SLP285	FBbt:20002679	
SLP286	FBbt:20002680	
SLP287	FBbt:20002681	
SLP288	FBbt:20002682	
SLP289	FBbt:20002683	
SLP290	FBbt:20002684	
SLP291	FBbt:20002685	
SLP292	FBbt:20002686	
SLP293	FBbt:20002687	
SLP294	FBbt:20002688	
SLP295	FBbt:20002689	
SLP296	FBbt:20002690	
SLP297	FBbt:20002691	
SLP298	FBbt:20002692	
SLP299	FBbt:20002693	
SLP300	FBbt:20002694	
SLP301	FBbt:20002695	
SLP302	FBbt:20002696	
SLP303	FBbt:20002697	
SLP304	FBbt:20002698	
SLP305	FBbt:20002699	
SLP306	FBbt:20002700	
SLP307	FBbt:20002701	
SLP308	FBbt:20002702	
SLP309	FBbt:20002703	
SLP310	FBbt:20002704	
SLP311	FBbt:20002705	
SLP312	FBbt:20002706	
SLP313	FBbt:20002707	
SLP314	FBbt:20002708	
SLP315	FBbt:20002709	
SLP316	FBbt:20002710	
SLP317	FBbt:20002711	
SLP318	FBbt:20002712	
SLP319	FBbt:20002713	
SLP320	FBbt:20002714	
SLP321	FBbt:20002715	
SLP322	FBbt:20002716	
SLP323	FBbt:20002717	
SLP324	FBbt:20002718	
SLP325	FBbt:20002719	
SLP326	FBbt:20002720	
SLP327	FBbt:20002721	
SLP328	FBbt:20002722	
SLP329	FBbt:20002723	
SLP330	FBbt:20002724	
SLP331	FBbt:20002725	
SLP332	FBbt:20002726	
SLP333	FBbt:20002727	
SLP334	FBbt:20002728	
SLP335	FBbt:20002729	
SLP336	FBbt:20002730	
SLP337	FBbt:20002731	
SLP338	FBbt:20002732	
SLP339	FBbt:20002733	
SLP340	FBbt:20002734	
SLP341	FBbt:20002735	
SLP342	FBbt:20002736	
SLP343	FBbt:20002737	
SLP344	FBbt:20002738	
SLP345	FBbt:20002739	
SLP346	FBbt:20002740	
SLP347	FBbt:20002741	
SLP348	FBbt:20002742	
SLP349	FBbt:20002743	
SLP350	FBbt:20002744	
SLP351	FBbt:20002745	
SLP352	FBbt:20002746	
SLP353	FBbt:20002747	
SLP354	FBbt:20002748	
SLP355	FBbt:20002749	
SLP356	FBbt:20002750	
SLP357	FBbt:20002751	
SLP358	FBbt:20002752	
SLP359	FBbt:20002753	
SLP360	FBbt:20002754	
SLP361	FBbt:20002755	
SLP362	FBbt:20002756	
SLP363	FBbt:20002757	
SLP364	FBbt:20002758	
SLP365	FBbt:20002759	
SLP366	FBbt:20002760	
SLP367	FBbt:20002761	
SLP368	FBbt:20002762	
SLP369	FBbt:20002763	
SLP370	FBbt:20002764	
SLP371	FBbt:20002765	
SLP372	FBbt:20002766	
SLP373	FBbt:20002767	
SLP374	FBbt:20002768	
SLP375	FBbt:20002769	
SLP376	FBbt:20002770	
SLP377	FBbt:20002771	
SLP378	FBbt:20002772	
SLP379	FBbt:20002773	
SLP380	FBbt:20002774	
SLP381	FBbt:20002775	
SLP382	FBbt:20002776	
SLP383	FBbt:20002777	
SLP384	FBbt:20002778	
SLP385	FBbt:20002779	
SLP386	FBbt:20002780	
SLP387	FBbt:20002781	
SLP388	FBbt:20002782	
SLP389	FBbt:20002783	
SLP390	FBbt:20002784	
SLP391	FBbt:20002785	
SLP392	FBbt:20002786	
SLP393	FBbt:20002787	
SLP394	FBbt:20002788	
SLP395	FBbt:20002789	
SLP396	FBbt:20002790	
SLP397	FBbt:20002791	
SLP398	FBbt:20002792	
SLP399	FBbt:20002793	
SLP400	FBbt:20002794	
SLP401	FBbt:20002795	
SLP402	FBbt:20002796	
SLP403	FBbt:20002797	
SLP404	FBbt:20002798	
SLP405	FBbt:20002799	
SLP406	FBbt:20002800	
SLP407	FBbt:20002801	
SLP408	FBbt:20002802	
SLP409	FBbt:20002803	
SLP410	FBbt:20002804	
SLP411	FBbt:20002805	
SLP412	FBbt:20002806	
SLP413	FBbt:20002807	
SLP414	FBbt:20002808	
SLP415	FBbt:20002809	
SLP416	FBbt:20002810	
SLP417	FBbt:20002811	
SLP418	FBbt:20002812	
SLP419	FBbt:20002813	
SLP420	FBbt:20002814	
SLP421	FBbt:20002815	
SLP422	FBbt:20002816	
SLP423	FBbt:20002817	
SLP424	FBbt:20002818	
SLP425	FBbt:20002819	
SLP426	FBbt:20002820	
SLP427	FBbt:20002821	
SLP428	FBbt:20002822	
SLP429	FBbt:20002823	
SLP430	FBbt:20002824	
SLP431	FBbt:20002825	
SLP432	FBbt:20002826	
SLP433	FBbt:20002827	
SLP434	FBbt:20002828	
SLP435	FBbt:20002829	
SLP436	FBbt:20002830	
SLP437	FBbt:20002831	
SLP438	FBbt:20002832	
SLP439	FBbt:20002833	
SLP440	FBbt:20002834	
SLP441	FBbt:20002835	
SLP442	FBbt:20002836	
SLP443	FBbt:20002837	
SLP444	FBbt:20002838	
SLP445	FBbt:20002839	
SLP446	FBbt:20002840	
SLP447	FBbt:20002841	
SLP448	FBbt:20002842	
SLP449	FBbt:20002843	
SLP450	FBbt:20002844	
SLP451	FBbt:20002845	
SLP452	FBbt:20002846	
SLP453	FBbt:20002847	
SLP454	FBbt:20002848	
SLP455	FBbt:20002849	
SLP456	FBbt:20002850	
SLP457	FBbt:20002851	
SLP458	FBbt:20002852	
SLP459	FBbt:20002853	
SLP460	FBbt:20002854	
SLP461	FBbt:20002855	
SLP462	FBbt:20002856	
SLP463	FBbt:20002857	
SLP464	FBbt:20002858	
SLP465	FBbt:20002859	
SLP466	FBbt:20002860	
SLP467	FBbt:20002861	
SLP468	FBbt:20002862	
SMP001	FBbt:20002863	
SMP002	FBbt:20002864	
SMP003	FBbt:20002865	
SMP004	FBbt:20002866	
SMP005	FBbt:20002867	
SMP006	FBbt:20002868	
SMP007	FBbt:20002869	
SMP008	FBbt:20002870	
SMP009	FBbt:20002871	
SMP010	FBbt:20002872	
SMP011	FBbt:20002873	
SMP012	FBbt:20002874	
SMP013	FBbt:20002875	
SMP014	FBbt:20002876	
SMP015	FBbt:20002877	
SMP016	FBbt:20002878	
SMP017	FBbt:20002879	
SMP018	FBbt:20002880	
SMP019	FBbt:20002881	
SMP020	FBbt:20002882	
SMP021	FBbt:20002883	
SMP022	FBbt:20002884	
SMP023	FBbt:20002885	
SMP024	FBbt:20002886	
SMP025	FBbt:20002887	
SMP026	FBbt:20002888	
SMP027	FBbt:20002889	
SMP028	FBbt:20002890	
SMP029	FBbt:20002891	
SMP030	FBbt:20002892	
SMP031	FBbt:20002893	
SMP032	FBbt:20002894	
SMP033	FBbt:20002895	
SMP034	FBbt:20002896	
SMP035	FBbt:20002897	
SMP036	FBbt:20002898	
SMP037	FBbt:20002899	
SMP038	FBbt:20002900	
SMP039	FBbt:20002901	
SMP040	FBbt:20002902	
SMP041	FBbt:20002903	
SMP042	FBbt:20002904	
SMP043	FBbt:20002905	
SMP044	FBbt:20002906	
SMP045	FBbt:20002907	
SMP046	FBbt:20002908	
SMP047	FBbt:20002909	
SMP048	FBbt:20002910	
SMP049	FBbt:20002911	
SMP050	FBbt:20002912	
SMP051	FBbt:20002913	
SMP052	FBbt:20002914	
SMP053	FBbt:20002915	
SMP054	FBbt:20002916	
SMP055	FBbt:20002917	
SMP056	FBbt:20002918	
SMP057	FBbt:20002919	
SMP058	FBbt:20002920	
SMP059	FBbt:20002921	
SMP060	FBbt:20002922	
SMP061	FBbt:20002923	
SMP062	FBbt:20002924	
SMP063	FBbt:20002925	
SMP064	FBbt:20002926	
SMP065	FBbt:20002927	
SMP066	FBbt:20002928	
SMP067	FBbt:20002929	
SMP068	FBbt:20002930	
SMP069	FBbt:20002931	
SMP070	FBbt:20002932	
SMP071	FBbt:20002933	
SMP072	FBbt:20002934	
SMP073	FBbt:20002935	
SMP074	FBbt:20002936	
SMP075	FBbt:20002937	
SMP076	FBbt:20002938	
SMP077	FBbt:20002939	
SMP078	FBbt:20002940	
SMP079	FBbt:20002941	
SMP080	FBbt:20002942	
SMP081	FBbt:20002943	
SMP082	FBbt:20002944	
SMP083	FBbt:20002945	
SMP084	FBbt:20002946	
SMP085	FBbt:20002947	
SMP086	FBbt:20002948	
SMP087	FBbt:20002949	
SMP088	FBbt:20002950	
SMP089	FBbt:20002951	
SMP090	FBbt:20002952	
SMP091	FBbt:20002953	
SMP092	FBbt:20002954	
SMP093	FBbt:20002955	
SMP094	FBbt:20002956	
SMP095	FBbt:20002957	
SMP096	FBbt:20002958	
SMP097	FBbt:20002959	
SMP098	FBbt:20002960	
SMP099	FBbt:20002961	
SMP100	FBbt:20002962	
SMP101	FBbt:20002963	
SMP102	FBbt:20002964	
SMP103	FBbt:20002965	
SMP104	FBbt:20002966	
SMP105	FBbt:20002967	
SMP106	FBbt:20002968	
SMP107	FBbt:20002969	
SMP108	FBbt:20002970	
SMP109	FBbt:20002971	
SMP110	FBbt:20002972	
SMP111	FBbt:20002973	
SMP112	FBbt:20002974	
SMP113	FBbt:20002975	
SMP114	FBbt:20002976	
SMP115	FBbt:20002977	
SMP116	FBbt:20002978	
SMP117	FBbt:20002979	
SMP118	FBbt:20002980	
SMP119	FBbt:20002981	
SMP120	FBbt:20002982	
SMP121	FBbt:20002983	
SMP122	FBbt:20002984	
SMP123	FBbt:20002985	
SMP124	FBbt:20002986	
SMP125	FBbt:20002987	
SMP126	FBbt:20002988	
SMP127	FBbt:20002989	
SMP128	FBbt:20002990	
SMP129	FBbt:20002991	
SMP130	FBbt:20002992	
SMP131	FBbt:20002993	
SMP132	FBbt:20002994	
SMP133	FBbt:20002995	
SMP134	FBbt:20002996	
SMP135	FBbt:20002997	
SMP136	FBbt:20002998	
SMP137	FBbt:20002999	
SMP138	FBbt:20003000	
SMP139	FBbt:20003001	
SMP140	FBbt:20003002	
SMP141	FBbt:20003003	
SMP142	FBbt:20003004	
SMP143	FBbt:20003005	
SMP144	FBbt:20003006	
SMP145	FBbt:20003007	
SMP146	FBbt:20003008	
SMP147	FBbt:20003009	
SMP148	FBbt:20003010	
SMP149	FBbt:20003011	
SMP150	FBbt:20003012	
SMP151	FBbt:20003013	
SMP152	FBbt:20003014	
SMP153	FBbt:20003015	
SMP154	FBbt:20003016	
SMP155	FBbt:20003017	
SMP156	FBbt:20003018	
SMP157	FBbt:20003019	
SMP158	FBbt:20003020	
SMP159	FBbt:20003021	
SMP160	FBbt:20003022	
SMP161	FBbt:20003023	
SMP162	FBbt:20003024	
SMP163	FBbt:20003025	
SMP164	FBbt:20003026	
SMP165	FBbt:20003027	
SMP166	FBbt:20003028	
SMP167	FBbt:20003029	
SMP168	FBbt:20003030	
SMP169	FBbt:20003031	
SMP170	FBbt:20003032	
SMP171	FBbt:20003033	
SMP172	FBbt:20003034	
