np_type	FBbt_id	FBbt_name	pub	comment	notes	notes_2
5-HTPLP01	FBbt:00110945	adult serotonergic PLP neuron			specificity	
5-HTPMPD01	FBbt:00110955	adult serotonergic PMPD neuron			specificity	
5-HTPMPV01	FBbt:00110937	adult serotonergic IP neuron			specificity	
5-HTPMPV03	FBbt:00110937	adult serotonergic IP neuron			specificity	
aDT4	FBbt:00110539	adult fruitless aDT4 neuron				
aIPg1					?	
aIPg2					?	
aIPg3					?	
aIPg4					?	
AL-AST1	FBbt:00047928	antennal lobe AST-associated neuron 1				
AL-MBDL1	FBbt:00047933	antennal lobe median bundle neuron 1				
ALBN1					?	
ALIN1					AL but not intrinsic?	
ALIN2					AL but not intrinsic?	
ALIN3					AL but not intrinsic?	
aMe1					?	
aMe10					?	
aMe12					?	
aMe13					?	
aMe14a					?	
aMe14b					?	
aMe15					?	
aMe17a					?	
aMe17b					?	
aMe17c					?	
aMe19a					?	
aMe19b					?	
aMe2					?	
aMe20					?	
aMe22					?	
aMe23					?	
aMe24					?	
aMe25					?	
aMe26					?	
aMe3					?	
aMe4					?	
aMe5					?	
aMe6a					?	
aMe6b					?	
aMe6c					?	
aMe8					?	
aMe9					?	
AMMC-A1	FBbt:00110183	antennal mechanosensory and motor center A1 projection neuron				
AOTU001						
AOTU002_a						
AOTU002_b						
AOTU003						
AOTU004						
AOTU005						
AOTU006						
AOTU007						
AOTU008_a						
AOTU008_b						
AOTU009						
AOTU010						
AOTU011						
AOTU012						
AOTU013						
AOTU014						
AOTU015						
AOTU016						
AOTU017						
AOTU018						
AOTU019						
AOTU020						
AOTU021						
AOTU022						
AOTU023						
AOTU024						
AOTU025						
AOTU026						
AOTU027						
AOTU028						
AOTU029						
AOTU030						
AOTU031						
AOTU032						
AOTU033						
AOTU034						
AOTU035						
AOTU036						
AOTU037						
AOTU038						
AOTU039						
AOTU040						
AOTU041						
AOTU042						
AOTU043						
AOTU044						
AOTU045						
AOTU046						
AOTU047						
AOTU048						
AOTU049						
AOTU050						
AOTU051						
AOTU052						
AOTU053						
AOTU054						
AOTU055						
AOTU056						
AOTU057						
AOTU058						
AOTU059						
AOTU060						
AOTU061						
AOTU062						
AOTU063						
AOTU064						
AOTU065						
APL	FBbt:00100222	adult mushroom body anterior paired lateral cell				
aSP-f1A	FBbt:00110459	adult fruitless aSP-f (female) neuron			specificity	
aSP-f1B	FBbt:00110459	adult fruitless aSP-f (female) neuron			specificity	
aSP-f2	FBbt:00110459	adult fruitless aSP-f (female) neuron			specificity	
aSP-f3	FBbt:00110459	adult fruitless aSP-f (female) neuron			specificity	
aSP-f4	FBbt:00110459	adult fruitless aSP-f (female) neuron			specificity	
aSP-g1	FBbt:00110461	adult fruitless aSP-g (female) neuron			specificity	
aSP-g2	FBbt:00110461	adult fruitless aSP-g (female) neuron			specificity	
aSP-g3A	FBbt:00110461	adult fruitless aSP-g (female) neuron			specificity	
aSP-g3B	FBbt:00110461	adult fruitless aSP-g (female) neuron			specificity	
aSP10A	FBbt:00111194	adult fruitless aSP10 neuron			specificity	
aSP10B	FBbt:00111194	adult fruitless aSP10 neuron			specificity	
aSP10C_a	FBbt:00111194	adult fruitless aSP10 neuron			specificity	
aSP10C_b	FBbt:00111194	adult fruitless aSP10 neuron			specificity	
aSP8	FBbt:00110469	adult fruitless aSP-k (female) neuron			specificity	
AstA1					?	not clear if SLP or other, LPN has its own type
ATL001						
ATL002						
ATL003						
ATL004						
ATL005						
ATL006						
ATL007						
ATL008						
ATL009						
ATL010						
ATL011						
ATL012						
ATL013						
ATL014						
ATL015						
ATL016						
ATL017						
ATL018						
ATL019						
ATL020						
ATL021						
ATL022						
ATL023						
ATL024						
ATL025						
ATL026						
ATL027						
ATL028						
ATL029						
ATL030						
ATL031						
ATL032						
ATL033						
ATL034						
ATL035						
ATL036						
ATL037						
ATL038						
ATL039						
ATL040						
ATL041						
ATL042						
ATL043						
ATL044						
ATL045						
AVLP001						
AVLP002						
AVLP003						
AVLP004						
AVLP005						
AVLP006						
AVLP007						
AVLP008						
AVLP009						
AVLP010						
AVLP011						
AVLP012						
AVLP013						
AVLP014						
AVLP015						
AVLP016						
AVLP017						
AVLP018						
AVLP019						
AVLP020						
AVLP021						
AVLP022						
AVLP023						
AVLP024						
AVLP025						
AVLP026						
AVLP027						
AVLP028						
AVLP029						
AVLP030						
AVLP031						
AVLP032						
AVLP033						
AVLP034						
AVLP035						
AVLP036						
AVLP037						
AVLP038						
AVLP039						
AVLP040						
AVLP041						
AVLP042						
AVLP043						
AVLP044_a						
AVLP044_b						
AVLP045						
AVLP046						
AVLP047						
AVLP048						
AVLP049						
AVLP050						
AVLP051						
AVLP052						
AVLP053						
AVLP054						
AVLP055						
AVLP056						
AVLP057						
AVLP058						
AVLP059						
AVLP060						
AVLP061						
AVLP062						
AVLP063						
AVLP064						
AVLP065						
AVLP066						
AVLP067						
AVLP068						
AVLP069_a						
AVLP069_b						
AVLP069_c						
AVLP070						
AVLP071						
AVLP072_a						
AVLP072_b						
AVLP073						
AVLP074						
AVLP075						
AVLP076						
AVLP077						
AVLP078						
AVLP079						
AVLP080						
AVLP081						
AVLP082						
AVLP083						
AVLP084						
AVLP085						
AVLP086						
AVLP087						
AVLP088						
AVLP089						
AVLP090						
AVLP091						
AVLP092						
AVLP093						
AVLP094						
AVLP095						
AVLP096						
AVLP097						
AVLP098						
AVLP099						
AVLP100						
AVLP101						
AVLP102						
AVLP103						
AVLP104						
AVLP105						
AVLP106						
AVLP107						
AVLP108						
AVLP109						
AVLP110						
AVLP111						
AVLP112						
AVLP113						
AVLP114						
AVLP115						
AVLP116						
AVLP117						
AVLP118						
AVLP119						
AVLP120						
AVLP121						
AVLP122						
AVLP123						
AVLP124						
AVLP125						
AVLP126						
AVLP127						
AVLP128						
AVLP129						
AVLP130						
AVLP131						
AVLP132						
AVLP133						
AVLP134						
AVLP135						
AVLP136						
AVLP137						
AVLP138						
AVLP139						
AVLP140						
AVLP141						
AVLP142						
AVLP143						
AVLP144						
AVLP145						
AVLP146						
AVLP147						
AVLP148						
AVLP149						
AVLP150						
AVLP151						
AVLP152						
AVLP153						
AVLP154						
AVLP155						
AVLP156						
AVLP157						
AVLP158						
AVLP159						
AVLP160						
AVLP161						
AVLP162						
AVLP163						
AVLP164						
AVLP165						
AVLP166						
AVLP167_a						
AVLP167_b						
AVLP168						
AVLP169						
AVLP170						
AVLP171						
AVLP172						
AVLP173						
AVLP174						
AVLP175						
AVLP176_a						
AVLP176_b						
AVLP176_c						
AVLP176_d						
AVLP177_a						
AVLP177_b						
AVLP178						
AVLP179						
AVLP180						
AVLP181						
AVLP182						
AVLP183						
AVLP184						
AVLP185						
AVLP186						
AVLP187						
AVLP188						
AVLP189_a						
AVLP189_b						
AVLP190						
AVLP191						
AVLP192						
AVLP193						
AVLP194_a						
AVLP194_b						
AVLP194_c						
AVLP195						
AVLP196						
AVLP197						
AVLP198						
AVLP199						
AVLP200						
AVLP201						
AVLP202						
AVLP203						
AVLP204						
AVLP205						
AVLP206_a						
AVLP206_b						
AVLP207						
AVLP208						
AVLP209						
AVLP210						
AVLP211						
AVLP212						
AVLP213						
AVLP214						
AVLP215						
AVLP216						
AVLP217						
AVLP218						
AVLP219						
AVLP220						
AVLP221						
AVLP222						
AVLP223						
AVLP224_a						
AVLP224_b						
AVLP225_a						
AVLP225_b						
AVLP226						
AVLP227						
AVLP228						
AVLP229						
AVLP230						
AVLP231						
AVLP232						
AVLP233						
AVLP234						
AVLP235						
AVLP236						
AVLP237_a						
AVLP237_b						
AVLP237_c						
AVLP238						
AVLP239						
AVLP240						
AVLP241						
AVLP242						
AVLP243						
AVLP244						
AVLP245						
AVLP246						
AVLP247						
AVLP248						
AVLP249						
AVLP250						
AVLP251						
AVLP252						
AVLP253						
AVLP254						
AVLP255						
AVLP256						
AVLP257						
AVLP258						
AVLP259						
AVLP260						
AVLP261						
AVLP262						
AVLP263						
AVLP264						
AVLP265						
AVLP266						
AVLP267						
AVLP268						
AVLP269						
AVLP270						
AVLP271						
AVLP272						
AVLP273						
AVLP274						
AVLP275						
AVLP276						
AVLP277						
AVLP278						
AVLP279						
AVLP280						
AVLP281						
AVLP282						
AVLP283						
AVLP284						
AVLP285						
AVLP286						
AVLP287						
AVLP288						
AVLP289						
AVLP290						
AVLP291						
AVLP292						
AVLP293						
AVLP294						
AVLP295						
AVLP296						
AVLP297						
AVLP298						
AVLP299_a						
AVLP299_b						
AVLP299_c						
AVLP300_a						
AVLP300_b						
AVLP301						
AVLP302						
AVLP303						
AVLP304						
AVLP305						
AVLP306						
AVLP307						
AVLP308						
AVLP309						
AVLP310						
AVLP311_a						
AVLP311_b						
AVLP312						
AVLP313						
AVLP314						
AVLP315						
AVLP316						
AVLP317						
AVLP318						
AVLP319						
AVLP320						
AVLP321						
AVLP322						
AVLP323						
AVLP324						
AVLP325_a						
AVLP325_b						
AVLP326						
AVLP327						
AVLP328						
AVLP329						
AVLP330						
AVLP331						
AVLP332						
AVLP333						
AVLP334						
AVLP335						
AVLP336						
AVLP337						
AVLP338						
AVLP339						
AVLP340						
AVLP341						
AVLP342						
AVLP343						
AVLP344						
AVLP345						
AVLP346						
AVLP347						
AVLP348						
AVLP349						
AVLP350						
AVLP351						
AVLP352						
AVLP353						
AVLP354						
AVLP355						
AVLP356						
AVLP357						
AVLP358						
AVLP359						
AVLP360						
AVLP361						
AVLP362						
AVLP363						
AVLP364						
AVLP365						
AVLP366						
AVLP367						
AVLP368						
AVLP369						
AVLP370						
AVLP371						
AVLP372						
AVLP373						
AVLP374						
AVLP375						
AVLP376						
AVLP377						
AVLP378						
AVLP379						
AVLP380						
AVLP381						
AVLP382						
AVLP383						
AVLP384						
AVLP385						
AVLP386						
AVLP387						
AVLP388						
AVLP389						
AVLP390						
AVLP391						
AVLP392						
AVLP393						
AVLP394						
AVLP395						
AVLP396						
AVLP397						
AVLP398						
AVLP399						
AVLP400						
AVLP401						
AVLP402						
AVLP403						
AVLP404						
AVLP405						
AVLP406						
AVLP407						
AVLP408						
AVLP409						
AVLP410						
AVLP411						
AVLP412						
AVLP413						
AVLP414						
AVLP415						
AVLP416						
AVLP417						
AVLP418						
AVLP419						
AVLP420_a						
AVLP420_b						
AVLP421						
AVLP422						
AVLP423						
AVLP424						
AVLP425						
AVLP426						
AVLP427						
AVLP428						
AVLP429						
AVLP430						
AVLP431						
AVLP432						
AVLP433_a						
AVLP433_b						
AVLP434_a						
AVLP434_b						
AVLP435						
AVLP436						
AVLP437						
AVLP438						
AVLP439						
AVLP440						
AVLP441						
AVLP442						
AVLP443						
AVLP444						
AVLP445						
AVLP446						
AVLP447						
AVLP448						
AVLP449						
AVLP450						
AVLP451						
AVLP452						
AVLP453						
AVLP454_a						
AVLP454_b						
AVLP455						
AVLP456						
AVLP457						
AVLP458						
AVLP459						
AVLP460						
AVLP461						
AVLP462						
AVLP463						
AVLP464						
AVLP465						
AVLP466						
AVLP467						
AVLP468						
AVLP469						
AVLP470						
AVLP471						
AVLP472						
AVLP473						
AVLP474						
AVLP475						
AVLP476						
AVLP477						
AVLP478						
AVLP479						
AVLP480						
AVLP481						
AVLP482						
AVLP483						
AVLP484						
AVLP485						
AVLP486						
AVLP487						
AVLP488						
AVLP489						
AVLP490						
AVLP491						
AVLP492						
AVLP493						
AVLP494						
AVLP495						
AVLP496						
AVLP497						
AVLP498						
AVLP499						
AVLP500						
AVLP501						
AVLP502						
AVLP503						
AVLP504						
AVLP505						
AVLP506						
AVLP507						
AVLP508						
AVLP509						
AVLP510						
AVLP511						
AVLP512						
AVLP513						
AVLP514						
AVLP515						
AVLP516						
AVLP517						
AVLP518						
AVLP519						
AVLP520						
AVLP521						
AVLP522						
AVLP523						
AVLP524_a						
AVLP524_b						
AVLP525						
AVLP526						
AVLP527						
AVLP528						
AVLP529						
AVLP530						
AVLP531						
AVLP532						
AVLP533						
AVLP534						
AVLP535						
AVLP536						
AVLP537						
AVLP538						
AVLP539						
AVLP540						
AVLP541						
AVLP542						
AVLP543						
AVLP544						
AVLP545						
AVLP546						
AVLP547						
AVLP548_a						
AVLP548_b						
AVLP548_c						
AVLP548_d						
AVLP548_e						
AVLP548_f						
AVLP548_g						
AVLP549						
AVLP550						
AVLP551						
AVLP552						
AVLP553						
AVLP554						
AVLP555						
AVLP556						
AVLP557						
AVLP558						
AVLP559						
AVLP560						
AVLP561						
AVLP562						
AVLP563						
AVLP564						
AVLP565						
AVLP566						
AVLP567						
AVLP568						
AVLP569						
AVLP570						
AVLP571						
AVLP572						
AVLP573						
AVLP574						
AVLP575						
AVLP576						
AVLP577						
AVLP578						
AVLP579						
AVLP580						
AVLP581						
AVLP582						
AVLP583						
AVLP584						
AVLP585						
AVLP586						
AVLP587						
AVLP588						
AVLP589						
AVLP590						
AVLP591						
AVLP592						
AVLP593						
AVLP594						
AVLP595						
AVLP596						
CL001						
CL002						
CL003						
CL004						
CL005						
CL006						
CL007						
CL008						
CL009						
CL010						
CL011						
CL012						
CL013						
CL014						
CL015						
CL016						
CL017						
CL018						
CL019_a						
CL019_b						
CL020						
CL021						
CL022						
CL023						
CL024						
CL025						
CL026						
CL027						
CL028						
CL029						
CL030						
CL031						
CL032						
CL033						
CL034						
CL035						
CL036						
CL037						
CL038						
CL039						
CL040						
CL041						
CL042						
CL043						
CL044						
CL045						
CL046						
CL047						
CL048						
CL049						
CL050_a						
CL050_b						
CL051						
CL052						
CL053						
CL054						
CL055						
CL056						
CL057						
CL058						
CL059						
CL060						
CL061						
CL062_a						
CL062_b						
CL063						
CL064						
CL065						
CL066						
CL067						
CL068						
CL069						
CL070						
CL071						
CL072						
CL073						
CL074						
CL075						
CL076						
CL077						
CL078						
CL079						
CL080						
CL081						
CL082						
CL083						
CL084						
CL085						
CL086_a						
CL086_b						
CL086_c						
CL086_d						
CL086_e						
CL087						
CL088						
CL089_a						
CL089_b						
CL089_c						
CL090_a						
CL090_b						
CL090_c						
CL090_d						
CL090_e						
CL091						
CL092						
CL093						
CL094						
CL095						
CL096						
CL097						
CL098						
CL099						
CL100						
CL101						
CL102						
CL103						
CL104						
CL105						
CL106						
CL107						
CL108						
CL109						
CL110						
CL111						
CL112						
CL113						
CL114						
CL115						
CL116						
CL117						
CL118						
CL119						
CL120						
CL121						
CL122						
CL123						
CL124						
CL125						
CL126						
CL127						
CL128						
CL129						
CL130						
CL131						
CL132						
CL133						
CL134						
CL135						
CL136						
CL137						
CL138						
CL139						
CL140						
CL141						
CL142						
CL143						
CL144						
CL145						
CL146						
CL147						
CL148						
CL149						
CL150						
CL151						
CL152						
CL153						
CL154						
CL155						
CL156						
CL157						
CL158						
CL159						
CL160						
CL161						
CL162						
CL163						
CL164						
CL165						
CL166						
CL167						
CL168						
CL169						
CL170						
CL171						
CL172						
CL173						
CL174						
CL175						
CL176						
CL177						
CL178						
CL179						
CL180						
CL181						
CL182						
CL183						
CL184						
CL185						
CL186						
CL187						
CL188						
CL189						
CL190						
CL191						
CL192						
CL193						
CL194						
CL195						
CL196						
CL197						
CL198_a						
CL198_b						
CL199						
CL200						
CL201						
CL202						
CL203						
CL204						
CL205						
CL206						
CL207						
CL208						
CL209						
CL210_a						
CL210_b						
CL211						
CL212						
CL213						
CL214						
CL215						
CL216						
CL217						
CL218						
CL219						
CL220						
CL221						
CL222						
CL223						
CL224						
CL225						
CL226						
CL227						
CL228						
CL229						
CL230						
CL231						
CL232						
CL233						
CL234						
CL235						
CL236						
CL237						
CL238						
CL239						
CL240						
CL241						
CL242						
CL243						
CL244						
CL245						
CL246						
CL247						
CL248						
CL249						
CL250						
CL251						
CL252						
CL253						
CL254						
CL255						
CL256						
CL257						
CL258						
CL259						
CL260						
CL261						
CL262						
CL263						
CL264						
CL265						
CL266_a						
CL266_b						
CL267						
CL268						
CL269						
CL270						
CL271						
CL272_a						
CL272_b						
CL273						
CL274						
CL275						
CL276						
CL277						
CL278						
CL279						
CL280						
CL281						
CL282						
CL283						
CL284						
CL285						
CL286						
CL287						
CL288						
CL289						
CL290						
CL291						
CL292						
CL293						
CL294						
CL295						
CL296						
CL297						
CL298						
CL299_a						
CL299_b						
CL300						
CL301						
CL302						
CL303						
CL304						
CL305						
CL306						
CL307						
CL308						
CL309						
CL310						
CL311						
CL312						
CL313						
CL314						
CL315						
CL316						
CL317						
CL318						
CL319						
CL320						
CL321						
CL322						
CL323						
CL324						
CL325						
CL326						
CL327						
CL328						
CL329						
CL330						
CL331						
CL332						
CL333						
CL334						
CL335						
CL336						
CL337						
CL338						
CL339						
CL340						
CL341						
CL342						
CL343						
CL344						
CL345						
CL346						
CL347						
CL348						
CL349						
CL350						
CL351						
CL352						
CL353						
CL354						
CL355						
CL356						
CL357						
CL358						
CL359						
CL360						
CL361						
CL362						
CL363						
CL364						
CRE001						
CRE002						
CRE003_a						
CRE003_b						
CRE004						
CRE005						
CRE006						
CRE007						
CRE008						
CRE009						
CRE010						
CRE011						
CRE012						
CRE013						
CRE014						
CRE015						
CRE016						
CRE017						
CRE018						
CRE019						
CRE020						
CRE021						
CRE022						
CRE023						
CRE024						
CRE025						
CRE026						
CRE027						
CRE028						
CRE029_a						
CRE029_b						
CRE029_c						
CRE030_a						
CRE030_b						
CRE031						
CRE032						
CRE033						
CRE034						
CRE035						
CRE036						
CRE037						
CRE038						
CRE039						
CRE040						
CRE041						
CRE042						
CRE043_a						
CRE043_b						
CRE043_c						
CRE043_d						
CRE044						
CRE045						
CRE046						
CRE047						
CRE048						
CRE049						
CRE050						
CRE051						
CRE052						
CRE053						
CRE054						
CRE055						
CRE056						
CRE057						
CRE058						
CRE059						
CRE060						
CRE061						
CRE062						
CRE063						
CRE064						
CRE065						
CRE066						
CRE067						
CRE068						
CRE069						
CRE070						
CRE071						
CRE072						
CRE073						
CRE074						
CRE075						
CRE076						
CRE077						
CRE078						
CRE079						
CRE080						
CRE081						
CRE082						
CRE083						
CRE084						
CRE085						
CRE086						
CRE087						
CRE088						
CRE089						
CRE090						
CRE091						
CRE092						
CRE093						
CRE094						
CRE095						
CRE096						
CRE097						
CRE098						
CRE099						
CRE100						
CRE101						
CRE102						
CRE103						
CRE104						
CRE105						
CRE106						
CRE107						
CRE108						
CRZ01						
CRZ02						
CSD	FBbt:00007405	adult CSD interneuron				
CT1	FBbt:00048245	tangential neuron CT1				
D_adPN	FBbt:00067355	adult antennal lobe projection neuron D adPN				
DA1_lPN	FBbt:00067363	adult antennal lobe projection neuron DA1 lPN				
DA1_vPN	FBbt:00067372	adult antennal lobe projection neuron DA1 vPN				
DA2_lPN	FBbt:00110882	adult antennal lobe projection neuron DA2 lPN				
DA3_adPN	FBbt:00100384	adult antennal lobe projection neuron DA3 adPN				
DA4l_adPN	FBbt:00100367	adult antennal lobe projection neuron DA4l adPN				
DA4m_adPN	FBbt:00047714	adult antennal lobe projection neuron DA4m adPN				
DC1_adPN	FBbt:00067014	adult antennal lobe projection neuron DC1 adPN				
DC2_adPN	FBbt:00067354	adult antennal lobe projection neuron DC2 adPN				
DC3_adPN	FBbt:00040000	adult antennal lobe projection neuron DC3 adPN				
DC4_adPN	FBbt:00111211	adult antennal lobe projection neuron DC4 adPN				
DC4_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DCH	FBbt:00048126	dorsal centrifugal horizontal neuron				
Delta7	FBbt:00111057	protocerebral bridge 18 glomeruli type 2 neuron				
DGI	FBbt:00047215	adult dorsal giant interneuron				
DL1_adPN	FBbt:00067353	adult antennal lobe projection neuron DL1 adPN				
DL2d_adPN	FBbt:00100389	adult antennal lobe projection neuron DL2d adPN				
DL2d_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DL2v_adPN	FBbt:00100388	adult antennal lobe projection neuron DL2v adPN				
DL3_lPN	FBbt:00067364	adult antennal lobe projection neuron DL3 lPN				
DL4_adPN	FBbt:00100382	adult antennal lobe projection neuron DL4 adPN				
DL5_adPN	FBbt:00067028	adult antennal lobe projection neuron DL5 adPN				
DM1_lPN	FBbt:00067369	adult antennal lobe projection neuron DM1 lPN				
DM2_lPN	FBbt:00067368	adult antennal lobe projection neuron DM2 lPN				
DM3_adPN	FBbt:00067017	adult antennal lobe projection neuron DM3 adPN				
DM3_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DM4_adPN	FBbt:00100381	adult antennal lobe projection neuron DM4 adPN				
DM4_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DM5_lPN	FBbt:00067367	adult antennal lobe projection neuron DM5 lPN				
DM6_adPN	FBbt:00067360	adult antennal lobe projection neuron DM6 adPN				
DN1a	FBbt:00007429	DN1a neuron				
DN1pA	FBbt:00007430	DN1p neuron				
DN1pB	FBbt:00007430	DN1p neuron				
DNa01	FBbt:00047572	descending neuron of the anterior dorsal brain DNa01				
DNa02	FBbt:00047573	descending neuron of the anterior dorsal brain DNa02				
DNa03	FBbt:00047574	descending neuron of the anterior dorsal brain DNa03				
DNa04	FBbt:00047575	descending neuron of the anterior dorsal brain DNa04				
DNa05	FBbt:00047576	descending neuron of the anterior dorsal brain DNa05				
DNa07	FBbt:00047578	descending neuron of the anterior dorsal brain DNa07				
DNa08	FBbt:00047579	descending neuron of the anterior dorsal brain DNa08				
DNa09	FBbt:00047580	descending neuron of the anterior dorsal brain DNa09				
DNa10	FBbt:00047643	descending neuron of the posterior brain DNp10				
DNb01	FBbt:00047582	descending neuron of the anterior ventral brain DNb01				
DNb02	FBbt:00047583	descending neuron of the anterior ventral brain DNb02				
DNb03	FBbt:00047584	descending neuron of the anterior ventral brain DNb03				
DNb04	FBbt:00047585	descending neuron of the anterior ventral brain DNb04				
DNb05	FBbt:00047586	descending neuron of the anterior ventral brain DNb05				
DNb06	FBbt:00047587	descending neuron of the anterior ventral brain DNb06				
DNd01	FBbt:00047590	descending neuron of the anterior brain DNd01				
DNES1					?	
DNES2					?	
DNES3					?	
DNg30	FBbt:00047622	descending neuron of the gnathal ganglion DNg30				
DNp02	FBbt:00047635	descending neuron of the posterior brain DNp02				
DNp03	FBbt:00047636	descending neuron of the posterior brain DNp03				
DNp04	FBbt:00047637	descending neuron of the posterior brain DNp04				
DNp05	FBbt:00047638	descending neuron of the posterior brain DNp05				
DNp06	FBbt:00047639	descending neuron of the posterior brain DNp06				
DNp07	FBbt:00047640	descending neuron of the posterior brain DNp07				
DNp09	FBbt:00047642	descending neuron of the posterior brain DNp09				
DNp10	FBbt:00047643	descending neuron of the posterior brain DNp10				
DNp11	FBbt:00047644	descending neuron of the posterior brain DNp11				
DNp13	FBbt:00047646	descending neuron of the posterior brain DNp13				
DNp15	FBbt:00047648	descending neuron of the posterior brain DNp15				
DNp16	FBbt:00047649	descending neuron of the posterior brain DNp16				
DNp16/17	FBbt:00047517	descending neuron of the posterior brain			specificity	
DNp17	FBbt:00047650	descending neuron of the posterior brain DNp17				
DNp18	FBbt:00047651	descending neuron of the posterior brain DNp18				
DNp19	FBbt:00047652	descending neuron of the posterior brain DNp19				
DNp20	FBbt:00047653	descending neuron of the posterior brain DNp20				
DNp23	FBbt:00047656	descending neuron of the posterior brain DNp23				
DNp24	FBbt:00047657	descending neuron of the posterior brain DNp24				
DNp25	FBbt:00047658	descending neuron of the posterior brain DNp25				
DNp26	FBbt:00047659	descending neuron of the posterior brain DNp26				
DNp27	FBbt:00047660	descending neuron of the posterior brain DNp27				
DNp28	FBbt:00047661	descending neuron of the posterior brain DNp28				
DNp31	FBbt:00047664	descending neuron of the posterior brain DNp31				
DNp32	FBbt:00047665	descending neuron of the posterior brain DNp32				
DNp34	FBbt:00047667	descending neuron of the posterior brain DNp34				
DNp42	FBbt:00047517	descending neuron of the posterior brain			specificity	
DNp44	FBbt:00047517	descending neuron of the posterior brain			specificity	
DNp49	FBbt:00047517	descending neuron of the posterior brain			specificity	
DP1l_adPN	FBbt:00007475	adult antennal lobe projection neuron DP1l adPN				
DP1l_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DP1m_adPN	FBbt:00067021	adult antennal lobe projection neuron DP1m adPN				
DP1m_vPN	FBbt:00007437	adult antennal lobe projection neuron vPN			specificity	
DPM	FBbt:00005780	mushroom body dorsal paired medial cell				
DSKMP1A					?	
DSKMP1B					?	
DSKMP3					?	
EL	FBbt:00049180	EBw.AMP.s-Dga-s.b neuron	FlyBase:FBrf0240744	Mapping based on personal communication from Tanya Wolff.	TW	
EPG	FBbt:00047030	EB-IDFP D/VSB-PB 1 glomerulus neuron	FlyBase:FBrf0240744			
EPGt	FBbt:00111423	EB slice 8-GA-PB slice 9 neuron	FlyBase:FBrf0240744			
ER1_a	FBbt:00003650	ring neuron R1				
ER1_b	FBbt:00003650	ring neuron R1				
ER2_a	FBbt:00003651	ring neuron R2				
ER2_b	FBbt:00003651	ring neuron R2				
ER2_c	FBbt:00003651	ring neuron R2				
ER2_d	FBbt:00003651	ring neuron R2				
ER3a_a	FBbt:00047039	ring neuron R3a				
ER3a_b	FBbt:00047039	ring neuron R3a				
ER3a_c	FBbt:00047039	ring neuron R3a				
ER3a_d	FBbt:00047039	ring neuron R3a				
ER3d_a	FBbt:00047037	ring neuron R3d				
ER3d_b	FBbt:00047037	ring neuron R3d				
ER3d_c	FBbt:00047037	ring neuron R3d				
ER3d_d	FBbt:00047037	ring neuron R3d				
ER3m	FBbt:00047038	ring neuron R3m				
ER3p_a	FBbt:00047040	ring neuron R3p				
ER3p_b	FBbt:00047040	ring neuron R3p				
ER3w	FBbt:00047041	ring neuron R3w				
ER4d	FBbt:00007538	ring neuron R4d				
ER4m	FBbt:00007537	ring neuron R4m				
ER5	FBbt:00047042	ring neuron R5				
ER6	FBbt:00047043	ring neuron R6				
ExR1	FBbt:00003655	extrinsic ring neuron ExR1				
ExR2	FBbt:00110327	EB neuron of the dopaminergic PPM3 cluster				
ExR3	FBbt:00047035	extrinsic ring neuron ExR3				
ExR4	FBbt:00047036	extrinsic ring neuron ExR4				
ExR5	FBbt:00003654	extrinsic ring neuron			specificity	
ExR6	FBbt:00003654	extrinsic ring neuron			specificity	
ExR7	FBbt:00003654	extrinsic ring neuron			specificity	
ExR8	FBbt:00003654	extrinsic ring neuron			specificity	
FB1A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1E_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1E_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1F	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB1J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
