FBgn0000137
FBgn0000395
FBgn0000490
FBgn0000504
FBgn0000577
FBgn0000606
FBgn0000636
FBgn0000964
FBgn0002985
FBgn0003249
FBgn0003250
FBgn0003463
FBgn0003651
FBgn0004595
FBgn0004606
FBgn0004644
FBgn0004652
FBgn0004666
FBgn0004956
FBgn0005638
FBgn0005775
FBgn0010226
FBgn0010397
FBgn0010433
FBgn0010453
FBgn0011581
FBgn0011701
FBgn0012344
FBgn0013767
FBgn0014019
FBgn0014163
FBgn0014179
FBgn0019940
FBgn0020299
FBgn0020386
FBgn0023091
FBgn0023178
FBgn0025360
FBgn0025525
FBgn0025680
FBgn0025697
FBgn0025739
FBgn0026384
FBgn0026386
FBgn0026391
FBgn0026392
FBgn0026394
FBgn0026396
FBgn0027109
FBgn0028374
FBgn0028418
FBgn0028946
FBgn0029521
FBgn0030715
FBgn0030795
FBgn0030900
FBgn0031209
FBgn0032096
FBgn0032840
FBgn0033041
FBgn0033043
FBgn0033404
FBgn0033422
FBgn0033652
FBgn0033725
FBgn0033727
FBgn0033744
FBgn0034458
FBgn0035023
FBgn0035382
FBgn0035604
FBgn0035610
FBgn0035934
FBgn0036019
FBgn0036046
FBgn0036150
FBgn0036260
FBgn0036414
FBgn0036709
FBgn0037322
FBgn0037591
FBgn0037976
FBgn0039033
FBgn0039034
FBgn0039080
FBgn0039722
FBgn0041229
FBgn0041231
FBgn0041243
FBgn0041247
FBgn0041621
FBgn0044046
FBgn0045477
FBgn0045498
FBgn0052693
FBgn0053527
FBgn0085417
FBgn0259185
FBgn0259683
FBgn0260400
FBgn0260942
FBgn0263776
FBgn0265139
FBgn0267796
FBgn0283442
FBgn0285963
